26.01.2024|18:24:17*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
18.01.2024|12:37:24*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
18.01.2024|12:35:09*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
18.01.2024|00:57:01*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
17.01.2024|20:45:34*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
17.01.2024|19:21:23*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
17.01.2024|18:13:10*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
17.01.2024|01:17:32*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
17.01.2024|01:00:32*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
17.01.2024|00:59:17*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
17.01.2024|00:49:07*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
17.01.2024|00:42:35*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
17.01.2024|00:38:39*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
17.01.2024|00:31:54*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
16.01.2024|20:08:14*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
16.01.2024|20:02:30*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
16.01.2024|18:35:34*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
14.01.2024|17:56:05*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
13.01.2024|12:10:53*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
13.01.2024|11:32:49*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
13.01.2024|11:29:24*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
12.01.2024|22:41:08*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
12.01.2024|21:35:52*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
12.01.2024|20:57:29*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
12.01.2024|18:53:47*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
11.01.2024|16:51:53*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
11.01.2024|16:45:15*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
11.01.2024|16:39:37*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
11.01.2024|16:29:52*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
11.01.2024|16:16:30*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
11.01.2024|16:14:13*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
11.01.2024|16:05:34*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
10.01.2024|20:58:55*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
31.12.2023|18:24:19*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
31.12.2023|18:18:43*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
31.12.2023|18:10:44*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
31.12.2023|18:05:56*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
31.12.2023|17:54:48*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
31.12.2023|12:04:14*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
31.12.2023|11:58:53*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
31.12.2023|11:57:42*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
30.12.2023|19:56:03*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
30.12.2023|19:49:39*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
30.12.2023|19:48:14*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
30.12.2023|19:44:28*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
30.12.2023|19:38:42*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
30.12.2023|19:35:55*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
30.12.2023|19:32:08*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
30.12.2023|19:26:04*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
30.12.2023|19:21:53*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
30.12.2023|19:15:44*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
30.12.2023|19:01:02*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
30.12.2023|18:57:33*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
30.12.2023|18:50:19*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
30.12.2023|18:47:24*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
30.12.2023|18:43:07*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
30.12.2023|18:29:17*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|23:41:56*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|23:37:07*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|23:33:08*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|23:19:18*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|23:05:38*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|23:02:50*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|22:57:29*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|22:53:27*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|22:51:28*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|22:47:10*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|22:45:15*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|22:42:38*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|22:35:56*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|22:14:57*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|20:55:56*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|20:51:04*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|20:28:28*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|19:57:52*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|18:52:40*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|18:49:03*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|18:45:13*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|18:42:25*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|18:41:55*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|18:40:39*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|18:39:23*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|18:35:17*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|18:34:49*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|18:06:20*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|18:04:57*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|18:01:42*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|17:58:28*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|17:53:11*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|17:51:48*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|17:48:40*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|17:46:37*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|17:44:39*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|17:43:17*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|17:37:11*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|17:27:09*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|17:24:29*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|17:14:26*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|17:04:56*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|17:04:36*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|17:03:22*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|17:01:27*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|16:57:24*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|16:55:35*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|16:53:54*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|16:51:27*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|16:48:31*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|16:42:55*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|16:41:05*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|16:29:12*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|16:26:25*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|16:14:08*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|16:11:26*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|16:09:26*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|16:08:58*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|16:07:38*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|16:03:29*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|16:00:45*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|15:59:42*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|15:41:00*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|15:40:03*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|15:25:56*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|15:19:31*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|15:17:35*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|15:13:41*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|15:12:22*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|15:08:19*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|15:05:55*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|15:04:20*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|15:02:06*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|14:48:59*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|14:44:11*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|14:35:49*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|14:23:25*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|14:21:04*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|14:20:10*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|14:19:01*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|14:12:30*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|14:00:47*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|13:32:58*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|13:29:57*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|13:28:51*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|13:27:59*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|13:27:38*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|13:26:36*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
29.12.2023|13:23:58*+#+*mh*+#+*1*+#+*Block-OB1*+#+*
